"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","sex","age","educ","income","fruitsperday","vegsperday","ffq_veg_tomatoes","ffq_veg_stringbeans","ffq_veg_beans","ffq_veg_peas","ffq_veg_broccoli","ffq_veg_cauliflower","ffq_veg_cabbage","ffq_veg_carrot","ffq_veg_squash","ffq_veg_sweetpotatoes","ffq_veg_check6","ffq_veg_kale","ffq_veg_spinach","ffq_veg_lettuce","ffq_veg_celery","ffq_veg_peppers","ffq_veg_onions","ffq_veg_asparagus","ffq_veg_mushrooms","FFQ_F_grapes","ffq_fruit_bananas","ffq_fruit_canaloupe","ffq_fruit_avocado","ffq_fruit_apples","ffq_fruit_pears","ffq_fruit_oranges","ffq_fruit_grapefruit","ffq_fruit_check30","ffq_fruit_strawberries","ffq_fruit_blueberries","ffq_fruit_peaches","ffq_fruit_plums","ffq_time_First.Click","ffq_time_Last.Click","ffq_time_Page.Submit","ffq_time_Click.Count","e01","e02","e03","e04","e05","e06r","e07r","e08","check_2","m01","m02","m03","m04","m05","m06","m07r","check_7","comments","assignmentId","hitId","workerId","surv_time","surv_pay"
"2019-02-26 09:01:21","2019-02-26 09:04:44","0","ec8395b421a6522d","100","202","1","2019-02-26 09:04:44","R_3D0jJrzFk7qskup","","","","",41.84,-71.44,"anonymous","EN","1","35","3","1","0.25","0.25","1","1","1","2.5","2.5","1","2.5","2.5","2.5","1","6","2.5","2.5","6","2.5","2.5","6","1","6","1","1","1","1","1","1","1","1","30","1","1","1","1","3.531","22.447","23.28","14","3","6","4","4","4","6","2","4","2","2","2","2","2","2","2","2","7","","3TVRFO09GKF6LI53M8ZOD5QNRJALXL","3S4TINXCC0N4SG7542IWS580JUKBOS","dc22e0ebfb436717","8","1.10"
"2019-02-26 09:00:48","2019-02-26 09:04:45","0","06299629a3b68896","100","237","1","2019-02-26 09:04:46","R_yJwNfSvgSF7v4TD","","","","",26.22,-80.27,"anonymous","EN","0","49","2","5","1","1.5","6","6","2.5","1","6","6","1","1","1","1","6","1","2.5","1","1","1","6","1","2.5","1","6","1","1","1","1","1","1","30","1","1","1","1","5.35","25.866","28.155","13","5","7","6","6","6","5","3","6","2","5","6","4","5","5","4","5","7","no","386CSBG1OZM4T01KDQYUUECX4LYQ6L","3S4TINXCC0N4SG7542IWS580JUKBOS","94688dce2b3e6cf1","8","1.10"
"2019-02-26 09:01:10","2019-02-26 09:04:46","0","14e71015e6bedd68","100","216","1","2019-02-26 09:04:47","R_2YhP43iLnEtWYWs","","","","",34.94,-89.85,"anonymous","EN","0","34","3","6","1","2","6","6","2.5","1","2.5","1","1","1","6","1","6","1","6","2.5","1","1","6","1","2.5","2.5","2.5","1","1","2.5","1","1","1","30","2.5","1","1","1","2.661","62.062","62.341","28","7","7","7","7","7","7","1","7","2","4","7","7","7","7","4","7","7","None","33CKWXB73JKL5AG6M5WYYHD8OYR114","3S4TINXCC0N4SG7542IWS580JUKBOS","0c67ca66410fe578","8","1.10"
"2019-02-26 09:01:04","2019-02-26 09:04:47","0","116ea69ad397fa48","100","223","1","2019-02-26 09:04:48","R_3MxtkrRTXlYh3uM","","","","",29.67,-95.49,"anonymous","EN","1","31","4","4","0.25","2","2.5","2.5","1","1","6","6","2.5","1","2.5","1","6","2.5","16","30","2.5","2.5","30","1","16","1","1","1","1","1","1","1","1","30","1","1","1","1","1.482","29.798","30.6","33","4","5","5","5","5","4","5","4","2","5","5","3","6","4","5","3","7","I realize I should probably eat more fruit. ","3YHH42UU5BFYOSZSJWAH4R3CHCQ0L6","3S4TINXCC0N4SG7542IWS580JUKBOS","04b9cb72e6d5abef","8","1.10"
"2019-02-26 09:01:08","2019-02-26 09:04:52","0","ca8cb7795418ba14","100","223","1","2019-02-26 09:04:52","R_2YDiN9uSSq7Kpj9","","","","",39.21,-84.39,"anonymous","EN","0","55","2","6","1.5","0.25","2.5","1","2.5","1","1","1","1","1","1","1","6","1","1","2.5","1","2.5","2.5","1","1","2.5","2.5","1","1","6","1","6","1","30","1","1","1","1","1.556","32.717","35.902","14","3","5","4","3","6","5","3","5","2","6","5","5","2","2","2","1","7","","35H6S234SA0F0EIMTYARW3H68PC65P","3S4TINXCC0N4SG7542IWS580JUKBOS","87a2e71c09be3b5b","8","1.10"
"2019-02-26 09:00:50","2019-02-26 09:04:55","0","898189aa6ecfd4fc","100","244","1","2019-02-26 09:04:55","R_1esXONdd4EmThxv","","","","",34,-84.01,"anonymous","EN","1","27","4","4","0.5","0.25","1","1","2.5","1","1","1","1","6","1","2.5","6","1","1","1","1","1","6","1","1","2.5","6","2.5","1","2.5","1","1","1","30","2.5","6","1","1","2.271","27.425","42.945","28","3","5","6","4","3","7","2","3","2","2","4","2","5","3","3","2","7","","3WLEIWSYHOH3Y6JG7YZXVN3KXT0H2Z","3S4TINXCC0N4SG7542IWS580JUKBOS","e4f024d3bc3484a8","8","1.10"
"2019-02-26 09:01:31","2019-02-26 09:05:00","0","0cdecabd99fb57e5","100","209","1","2019-02-26 09:05:00","R_29rWKu0z21GB6Vy","","","","",40.02,-83.09,"anonymous","EN","0","26","3","3","2","4","16","6","6","6","6","1","2.5","2.5","1","1","6","1","2.5","16","1","16","16","1","2.5","2.5","2.5","1","6","6","1","6","1","30","16","16","1","1","1.518","29.987","30.813","42","4","7","7","6","7","7","7","4","2","7","7","4","4","7","2","7","7","","3GD6L00D3SXI1Z2VFRFWI91BM9LM1W","3S4TINXCC0N4SG7542IWS580JUKBOS","b67063079558a8a2","8","1.10"
"2019-02-26 09:01:11","2019-02-26 09:05:01","0","a25ce40818268348","100","230","1","2019-02-26 09:05:02","R_31aucDMrww60FlW","","","","",47.42,-120.33,"anonymous","EN","1","24","4","2","2","2","6","2.5","2.5","1","6","16","1","6","6","30","1","16","2.5","6","30","1","16","6","2.5","2.5","16","6","6","30","2.5","16","6","30","1","6","2.5","16","1.828","22.41","23.795","13","4","4","4","4","4","4","4","4","2","4","4","4","4","4","4","4","7","Interesting Survey! :)","3GDTJDAPVUB0CZMGECOBXJOJ0FRM8G","3S4TINXCC0N4SG7542IWS580JUKBOS","be931d31f4761710","8","1.10"
"2019-02-26 09:01:04","2019-02-26 09:05:04","0","c2b184b84f29018c","100","240","1","2019-02-26 09:05:04","R_0xE7A8vmhu398EF","","","","",33.93,-118.2,"anonymous","EN","1","37","4","6","1","1","6","1","2.5","6","1","1","2.5","2.5","1","1","6","1","2.5","6","1","6","6","2.5","2.5","1","2.5","1","6","1","1","2.5","1","30","2.5","2.5","1","1","1.828","29.46","30.454","26","3","3","2","4","3","2","3","7","2","2","3","3","3","2","2","2","7","none","3HPZF4IVNMT2IJ17ERSRT079ZGQYCO","3S4TINXCC0N4SG7542IWS580JUKBOS","f02352d086243508","8","1.10"
"2019-02-26 09:01:14","2019-02-26 09:05:04","0","5bac088e25f7916b","100","229","1","2019-02-26 09:05:04","R_2QzgPNsT3LdJiTv","","","","",46.57,-122.71,"anonymous","EN","0","19","3","4","0.25","0.5","1","1","1","1","1","1","1","2.5","1","1","6","6","1","6","1","6","6","1","6","1","2.5","1","2.5","2.5","1","2.5","2.5","30","1","1","1","1","2.751","24.36","26.657","13","3","4","4","2","3","5","3","2","2","3","5","2","5","5","3","2","7","","3D8YOU6S9EKWLT81UZIZ4F9M764U6U","3S4TINXCC0N4SG7542IWS580JUKBOS","8233dec6624589b7","8","1.10"
"2019-02-26 09:00:34","2019-02-26 09:05:09","0","e66d47f1d08d9f27","100","275","1","2019-02-26 09:05:09","R_2ujiAWxEFFhk6A1","","","","",40.72,-74,"anonymous","EN","1","41","3","4","0.25","3","1","1","2.5","1","6","2.5","1","6","1","1","6","1","6","16","16","16","1","1","1","1","16","2.5","1","1","16","2.5","1","30","16","1","1","1","4.204","30.61","31.327","29","5","3","6","3","6","3","3","5","2","6","6","6","6","3","5","5","7","nope","3OCHAWUVGOKV1CNL18NNY5D82J5KXH","3S4TINXCC0N4SG7542IWS580JUKBOS","99bfddfa7f7e2a4d","8","1.10"
"2019-02-26 09:00:48","2019-02-26 09:05:20","0","4bada7ff5527a37a","100","271","1","2019-02-26 09:05:20","R_XoJFjgPRQbBBnfr","","","","",39.79,-75.04,"anonymous","EN","0","30","2","4","1.5","2.5","1","16","1","1","16","2.5","1","2.5","1","1","6","2.5","6","16","2.5","16","2.5","1","1","2.5","2.5","1","1","2.5","1","2.5","2.5","30","16","1","1","2.5","8.572","40.494","41.611","30","5","6","7","7","7","6","2","7","2","6","7","7","7","7","7","7","7","interesting study","34S9DKFK73PL9NYY3H159B1LYK4NYV","3S4TINXCC0N4SG7542IWS580JUKBOS","ca85d5587eebc5ea","8","1.10"
"2019-02-26 09:01:12","2019-02-26 09:05:23","0","c6bb3a2f242761a9","100","250","1","2019-02-26 09:05:23","R_1DU3PZ3qRha0AfQ","","","","",31.23,-81.35,"anonymous","EN","0","34","6","6","2","3","6","2.5","6","2.5","2.5","2.5","2.5","6","6","2.5","6","2.5","6","6","2.5","6","16","1","16","1","6","1","2.5","6","1","6","1","30","2.5","2.5","1","1","3.015","28.014","38.934","20","3","6","6","6","7","6","1","5","2","6","7","6","7","6","5","6","7","","35L9RVQFCOICIISIQI9316YCGKKUHV","3S4TINXCC0N4SG7542IWS580JUKBOS","f246eb336a5b059b","8","1.10"
"2019-02-26 09:01:03","2019-02-26 09:05:25","0","585fe18b350b5f38","100","261","1","2019-02-26 09:05:25","R_1MTg43RvmNJnU4R","","","","",32.8,-117.24,"anonymous","EN","0","29","6","6","2","1.5","2.5","1","1","1","1","6","1","6","6","6","6","1","6","16","1","1","2.5","1","1","2.5","16","1","1","6","1","2.5","1","30","6","6","2.5","1","2.391","32.888","34.268","29","5","4","6","5","6","3","2","6","2","3","6","6","5","5","6","1","7","","3PJ71Z61R423UFJ1QIBRDNVRMAF19D","3S4TINXCC0N4SG7542IWS580JUKBOS","ea671a2eb4f648dd","8","1.10"
"2019-02-26 09:01:17","2019-02-26 09:05:28","0","4ff0816b8525c13d","100","250","1","2019-02-26 09:05:28","R_2tcaBJYhLyJS9gr","","","","",32.6,-93.87,"anonymous","EN","0","38","2","3","0.5","3","6","6","1","1","16","6","1","1","2.5","1","6","1","2.5","2.5","1","1","1","1","2.5","1","2.5","1","1","2.5","1","1","1","30","1","1","1","1","2.326","25.991","27.343","28","4","2","4","3","3","5","6","6","2","5","7","5","6","7","7","7","7","","3SITXWYCNV9U89JRVVAUZ2UIFPWXBA","3S4TINXCC0N4SG7542IWS580JUKBOS","931af37948a4d71c","8","1.10"
"2019-02-26 09:01:43","2019-02-26 09:05:30","0","90affcd7949fb663","100","226","1","2019-02-26 09:05:30","R_1Lv8t4StdQbmDxH","","","","",44.94,-93.29,"anonymous","EN","0","25","4","4","1","1","2.5","1","2.5","1","1","1","1","2.5","1","2.5","6","1","16","2.5","1","1","6","1","1","2.5","16","1","30","2.5","1","1","1","30","1","1","1","1","1.317","28.539","30.292","13","3","3","3","2","5","3","3","2","2","2","3","5","3","3","2","2","7","","31LVTDXBL7AMOMJRD9TWON4ZQ2PLRP","3S4TINXCC0N4SG7542IWS580JUKBOS","fd5ea74823ab106f","8","1.10"
"2019-02-26 09:00:44","2019-02-26 09:05:32","0","bf8576b35db0cb6e","100","287","1","2019-02-26 09:05:32","R_3Gy8gvcxiLn3q1g","","","","",37.42,-122.16,"anonymous","EN","0","31","4","4","3","3","30","1","1","1","1","2.5","1","30","2.5","2.5","6","2.5","2.5","30","2.5","1","1","1","30","16","30","1","30","2.5","1","1","1","30","16","16","1","1","2.505","30.872","33.248","26","4","5","5","4","5","6","5","4","2","5","6","4","4","6","7","7","7","No additional comments, thank you.","3OUYGIZWR7YOFDEQBO3OL8CWMMR0P4","3S4TINXCC0N4SG7542IWS580JUKBOS","4fad961f09fa5793","8","1.10"
"2019-02-26 09:01:03","2019-02-26 09:05:32","0","e4438014faa9c139","100","268","1","2019-02-26 09:05:32","R_3231nSNv36SzAb3","","","","",34.48,-117.41,"anonymous","EN","0","53","2","4","2","4","16","1","6","1","1","6","6","1","1","1","6","1","2.5","16","1","2.5","16","1","1","6","1","1","16","1","1","1","6","30","1","1","1","16","4.589","37.04","37.917","26","4","6","6","5","6","6","6","6","2","6","6","5","6","6","6","6","7","Thank you","34Q075JO1XDLYLVOQMSYKCUYJ6L101","3S4TINXCC0N4SG7542IWS580JUKBOS","d8cfc60343d16999","8","1.10"
"2019-02-26 09:01:12","2019-02-26 09:05:35","0","0954f75863792b9f","100","262","1","2019-02-26 09:05:35","R_1dNcL3WITEAhvP2","","","","",42.08,-80.07,"anonymous","EN","1","29","2","1","1","2","16","16","6","6","2.5","2.5","2.5","1","2.5","1","6","1","1","16","6","16","30","1","1","1","2.5","1","1","6","1","6","6","30","2.5","1","1","1","1.46","35.636","36.439","30","4","6","5","6","6","5","3","3","2","5","7","6","7","6","5","5","7","","3LKC68YZ3A3Z233APVJU33GADM9WOK","3S4TINXCC0N4SG7542IWS580JUKBOS","d2ec4a25941b25e8","8","1.10"
"2019-02-26 09:01:14","2019-02-26 09:05:40","0","574001fa8577241a","100","266","1","2019-02-26 09:05:40","R_3D0aXAm7ZbbuMSO","","","","",29.56,-95.27,"anonymous","EN","1","23","3","3","0.5","1.5","6","2.5","6","2.5","2.5","1","1","2.5","1","1","6","1","1","2.5","1","2.5","6","1","2.5","2.5","6","1","1","2.5","1","2.5","1","30","2.5","1","1","1","6.501","35.033","35.584","28","5","7","6","4","7","4","2","2","2","3","6","1","5","5","6","3","7","","3KXIR214I4G9MUVLSRFE1YUGSOF421","3S4TINXCC0N4SG7542IWS580JUKBOS","3a389949753c77ab","8","1.10"
"2019-02-26 09:01:27","2019-02-26 09:05:43","0","6bee6f18428f0112","100","256","1","2019-02-26 09:05:44","R_2EgymgVsvnCPd3t","","","","",41.47,-87.08,"anonymous","EN","1","42","2","6","0.25","0.25","2.5","1","1","2.5","1","1","1","1","1","1","6","1","1","1","1","1","2.5","1","1","1","2.5","1","1","2.5","1","1","1","30","1","1","1","1","2.199","35.718","36.979","30","2","5","3","5","3","5","3","1","2","1","2","1","2","2","1","3","7","No comments","3TMSXRD2X60E6BW9JTLJR732KBZW1X","3S4TINXCC0N4SG7542IWS580JUKBOS","ef516bcc49b54fa8","8","1.10"
"2019-02-26 09:01:15","2019-02-26 09:05:44","0","434bd71dd7478ffd","100","269","1","2019-02-26 09:05:45","R_3gT2KOZm49zytyr","","","","",37.75,-97.82,"anonymous","EN","0","36","7","6","2","3","6","6","1","2.5","16","1","2.5","6","6","2.5","6","1","6","6","2.5","6","1","6","16","16","6","2.5","16","6","2.5","2.5","1","30","6","16","2.5","1","3.353","53.235","53.778","17","6","4","5","4","5","2","2","5","2","5","6","6","7","5","5","3","7","","3IJXV6UZ1XJKYLBLS6WJW7C79YVRIH","3S4TINXCC0N4SG7542IWS580JUKBOS","adab076c4787e538","8","1.10"
"2019-02-26 09:01:07","2019-02-26 09:05:48","0","6e3759a0f59e5c5b","100","281","1","2019-02-26 09:05:48","R_1Ed0zlhhXZ2jYCZ","","","","",41.16,-80.08,"anonymous","EN","1","43","7","4","1.5","4","2.5","6","6","6","2.5","2.5","2.5","6","2.5","2.5","6","1","1","16","2.5","2.5","6","1","1","6","16","1","1","16","1","16","1","30","2.5","2.5","2.5","1","5.332","39.585","42.696","26","3","6","6","3","3","6","3","3","2","4","6","2","6","5","3","5","7","","3SUWZRL0MYDFWXBF4Z3U0XNJLIB6EQ","3S4TINXCC0N4SG7542IWS580JUKBOS","630338cc7ceb7088","8","1.10"
"2019-02-26 09:01:28","2019-02-26 09:05:49","0","92d35b5c3c054ef9","100","260","1","2019-02-26 09:05:49","R_2WO0sPQ7jjiSyCH","","","","",28.14,-82.46,"anonymous","EN","1","35","4","4","1","2","2.5","2.5","6","2.5","6","6","1","6","1","1","6","1","2.5","2.5","2.5","6","2.5","1","1","2.5","2.5","1","1","2.5","1","1","1","30","6","1","1","1","2.9","24.466","25.115","26","4","4","4","4","4","4","3","4","2","4","4","3","4","5","4","4","7","","3XIQGXAUMC876XG1IEYEU08MWZ5X7O","3S4TINXCC0N4SG7542IWS580JUKBOS","12d91ffece4d2573","8","1.10"
"2019-02-26 09:00:52","2019-02-26 09:05:49","0","2c1338bb5c41ff8d","100","297","1","2019-02-26 09:05:50","R_ZjUm2vwtHEet18R","","","","",31.94,-106.41,"anonymous","EN","1","35","6","3","0.25","1.5","1","2.5","2.5","1","6","1","1","2.5","1","1","6","1","2.5","6","1","1","1","1","2.5","1","2.5","1","6","1","1","1","1","30","1","1","1","1","19.322","55.259","60.299","26","6","4","4","5","4","3","3","4","2","4","5","3","4","5","5","3","7","None","3JAOYWH7VI4GKMN5JSTAX245KGJL92","3S4TINXCC0N4SG7542IWS580JUKBOS","64ac284c9041a88b","8","1.10"
"2019-02-26 09:00:50","2019-02-26 09:05:53","0","3b0d8cc945ff5f6b","100","302","1","2019-02-26 09:05:54","R_2QStcgVYpCeLSN4","","","","",28.65,-81.21,"anonymous","EN","1","45","6","5","1.5","2","16","2.5","6","1","2.5","1","1","6","1","1","6","2.5","6","16","2.5","16","16","1","16","1","6","1","16","1","1","2.5","1","30","6","6","2.5","1","2.802","51.128","52.273","26","4","5","6","5","5","5","4","4","2","6","7","7","4","6","5","6","7","None","3OLQQLKKNSPRKSQMOIXJ91SO7OUJE8","3S4TINXCC0N4SG7542IWS580JUKBOS","fc35ce2f43ad5538","8","1.10"
"2019-02-26 09:01:27","2019-02-26 09:05:53","0","244ead68f966d036","100","266","1","2019-02-26 09:05:54","R_30wQu2JD4F6BpFz","","","","",11.65,78.17,"anonymous","EN","1","34","7","3","2.5","3","30","6","6","30","16","6","2.5","30","6","30","6","2.5","16","6","6","16","16","6","2.5","6","6","6","16","16","6","6","6","30","16","6","16","2.5","2.416","42.607","45.049","30","6","6","6","7","5","2","2","7","2","7","7","6","6","6","7","2","6","good survey","3L4PIM1GQTG6OLQQWOIMIV6VZHTYRU","3S4TINXCC0N4SG7542IWS580JUKBOS","f4675424f7a1e1f7","8","1.10"
"2019-02-26 09:00:42","2019-02-26 09:06:03","0","97040234d229de19","100","320","1","2019-02-26 09:06:04","R_1HcUjUkt1m3J1nj","","","","",41.92,-88.14,"anonymous","EN","1","62","2","3","0.25","1","2.5","2.5","2.5","1","1","1","1","1","1","1","6","1","1","2.5","2.5","2.5","16","1","1","1","6","1","1","1","1","2.5","1","30","1","1","1","1","8.229","56.093","57.419","28","4","5","4","4","3","3","2","5","2","4","5","4","4","4","4","3","7","","3UOUJI6MTDE948SXVMRP4SM64A3XUR","3S4TINXCC0N4SG7542IWS580JUKBOS","8c072094ec5d1080","8","1.10"
"2019-02-26 09:01:14","2019-02-26 09:06:04","0","27fb3de630654d48","100","289","1","2019-02-26 09:06:04","R_WioslTznuZjqN7H","","","","",39.6,-82.93,"anonymous","EN","0","28","4","2","1","0.5","1","6","1","1","2.5","1","1","2.5","2.5","1","6","1","1","2.5","1","1","2.5","2.5","1","1","2.5","1","2.5","16","1","2.5","1","30","1","1","1","1","2.053","26.173","26.813","29","5","5","6","4","5","3","3","5","2","4","5","3","3","5","2","3","7","","3SNLUL3WO4NE4EB8H3O1TYRJX1TUL2","3S4TINXCC0N4SG7542IWS580JUKBOS","b36efac1cc83cbef","8","1.10"
"2019-02-26 09:01:27","2019-02-26 09:06:13","0","f80db83bac2d382e","100","285","1","2019-02-26 09:06:13","R_1kThqSzxzSw7GRT","","","","",41.92,-88.14,"anonymous","EN","0","40","4","5","4","5","30","6","16","6","16","16","2.5","16","2.5","6","6","6","16","16","2.5","16","6","2.5","6","2.5","30","2.5","16","6","2.5","6","2.5","30","6","16","2.5","1","4.479","40.112","41.944","26","6","6","5","5","5","5","5","6","2","7","7","5","5","7","7","7","7","no","3PEIJLRY6TTMWCH2QM6QMG73PQEWXP","3S4TINXCC0N4SG7542IWS580JUKBOS","3fe2ecc7eccd8bfe","8","1.10"
"2019-02-26 09:01:15","2019-02-26 09:06:16","0","63f15bab6fa22354","100","300","1","2019-02-26 09:06:16","R_3qw0qnzBEmAe7eD","","","","",41.86,-72.66,"anonymous","EN","1","66","4","6","2","2","6","1","2.5","1","6","1","6","1","2.5","1","6","1","1","2.5","1","16","16","2.5","16","1","30","1","1","1","1","1","1","30","6","6","1","1","17.624","46.781","48.553","14","4","6","5","6","4","4","3","6","2","6","6","6","6","6","6","4","7","None.  Thank you.","3O6CYIULED1UF8N7LHV3298ZV8XWUX","3S4TINXCC0N4SG7542IWS580JUKBOS","f4f08615a427f95a","8","1.10"
"2019-02-26 09:01:34","2019-02-26 09:06:19","0","9ae951c8c779f8a3","100","284","1","2019-02-26 09:06:20","R_1dvhPg5XBHLHRGd","","","","",39.6,-79.92,"anonymous","EN","1","27","4","3","0.25","1","2.5","1","1","1","1","1","1","1","1","1","6","1","1","2.5","1","2.5","2.5","1","1","1","1","1","1","1","1","1","1","30","1","1","1","1","2.306","26.586","27.671","28","4","4","5","5","3","5","2","3","2","3","6","2","5","5","2","2","7","","3X1FV8S5JXRYV1M7B21QCSOUFRGGV7","3S4TINXCC0N4SG7542IWS580JUKBOS","13cdac2e6c71ddbf","8","1.10"
"2019-02-26 09:02:19","2019-02-26 09:06:22","0","a24bc4b9bcf57d8f","100","242","1","2019-02-26 09:06:22","R_RPIZeFwxliCAYYF","","","","",41.5,-81.47,"anonymous","EN","-1","29","4","4","1","1.5","2.5","2.5","6","6","2.5","1","1","1","1","1","6","6","16","16","2.5","6","6","6","2.5","6","1","1","1","6","6","6","16","30","2.5","6","6","6","4.474","33.385","34.4","28","6","7","7","7","6","5","5","7","2","7","7","2","7","7","7","6","7","","3AQF3RZ558I72BBBZAN0IF8JXJQ6F8","3S4TINXCC0N4SG7542IWS580JUKBOS","dbf417091ce8d26b","8","1.10"
